,journal_title,article_title,contributors,year,doi
47,Journal of Climate,Journal of Climate,"['Justin S. Mankin', 'Jason E. Smerdon', 'Benjamin I. Cook', 'A. Park Williams', 'Richard Seager']",2017,10.1175/JCLI-D-17-0213.1
48,Communications Earth & Environment,Communications Earth & Environment,"['Irina Melnikova', 'Philippe Ciais', 'Katsumasa Tanaka', 'Nicolas Vuichard', 'Olivier Boucher']",2023,10.1038/s43247-023-00866-7
49,Journal of King Saud University - Science,Journal of King Saud University - Science,"['Nizar Jaoua', 'Wadii Hajji']",2020,10.1016/j.jksus.2020.08.023
50,Biogeosciences,Biogeosciences,"['V. Rachel Chimuka', 'Claude-Michel Nzotungicimpaye', 'Kirsten Zickfeld']",2023,10.5194/bg-20-2283-2023
51,Journal of Advances in Modeling Earth Systems,Journal of Advances in Modeling Earth Systems,"['Gen Ito', 'Anastasia Romanou', 'Nancy Y. Kiang', 'Gregory Faluvegi', 'Igor Aleinov', 'Reto Ruedy', 'Gary Russell', 'Paul Lerner', 'Maxwell Kelley', 'Ken Lo']",2020,10.1029/2019MS002030
52,Earth system perspective,Balancing Greenhouse Gas Budgets,"['Lesley Ott', 'Abhishek Chatterjee']",2022,10.1016/B978-0-12-814952-2.00014-9
53,Geophysical Research Letters,Geophysical Research Letters,"['Jörg Schwinger', 'Jerry Tjiputra']",2018,10.1029/2018GL077790
54,Nature Reviews Earth & Environment,Nature Reviews Earth & Environment,"['Connor J. Nolan', 'Christopher B. Field', 'Katharine J. Mach']",2021,10.1038/s43017-021-00166-8
55,Geoscientific Model Development,Geoscientific Model Development,"['Yann Quilcaille', 'Thomas Gasser', 'Philippe Ciais', 'Olivier Boucher']",2023,10.5194/gmd-16-1129-2023
56,Geoscientific Model Development,Geoscientific Model Development,"['Tongwen Wu', 'Yixiong Lu', 'Yongjie Fang', 'Xiaoge Xin', 'Laurent Li', 'Weiping Li', 'Weihua Jie', 'Jie Zhang', 'Yiming Liu', 'Li Zhang', 'Fang Zhang', 'Yanwu Zhang', 'Fanghua Wu', 'Jianglong Li', 'Min Chu', 'Zaizhi Wang', 'Xueli Shi', 'Xiangwen Liu', 'Min Wei', 'Anning Huang', 'Yaocun Zhang', 'Xiaohong Liu']",2019,10.5194/gmd-12-1573-2019
57,Environmental Research Letters,Environmental Research Letters,"['Marysa M Laguë', 'Gregory R Quetin', 'William R Boos']",2022,10.1088/1748-9326/ac9702
58,Biogeosciences,Biogeosciences,"['Jing Wang', 'Jianyang Xia', 'Xuhui Zhou', 'Kun Huang', 'Jian Zhou', 'Yuanyuan Huang', 'Lifen Jiang', 'Xia Xu', 'Junyi Liang', 'Ying-Ping Wang', 'Xiaoli Cheng', 'Yiqi Luo']",2019,10.5194/bg-16-917-2019
59,Geoscientific Model Development,Geoscientific Model Development,"['Tomohiro Hajima', 'Michio Watanabe', 'Akitomo Yamamoto', 'Hiroaki Tatebe', 'Maki A. Noguchi', 'Manabu Abe', 'Rumi Ohgaito', 'Akinori Ito', 'Dai Yamazaki', 'Hideki Okajima', 'Akihiko Ito', 'Kumiko Takata', 'Koji Ogochi', 'Shingo Watanabe', 'Michio Kawamiya']",2020,10.5194/gmd-13-2197-2020
60,Progress in Earth and Planetary Science,Progress in Earth and Planetary Science,"['Michio Kawamiya', 'Tomohiro Hajima', 'Kaoru Tachiiri', 'Shingo Watanabe', 'Tokuta Yokohata']",2020,10.1186/s40645-020-00369-5
61,Journal of Advances in Modeling Earth Systems,Journal of Advances in Modeling Earth Systems,"['J. P. Dunne', 'I. Bociu', 'B. Bronselaer', 'H. Guo', 'J. G. John', 'J. P. Krasting', 'C. A. Stock', 'M. Winton', 'N. Zadeh']",2020,10.1029/2019MS002008
62,Earth System Dynamics,Earth System Dynamics,"['Christoph Heinze', 'Veronika Eyring', 'Pierre Friedlingstein', 'Colin Jones', 'Yves Balkanski', 'William Collins', 'Thierry Fichefet', 'Shuang Gao', 'Alex Hall', 'Detelina Ivanova', 'Wolfgang Knorr', 'Reto Knutti', 'Alexander Löw', 'Michael Ponater', 'Martin G. Schultz', 'Michael Schulz', 'Pier Siebesma', 'Joao Teixeira', 'George Tselioudis', 'Martin Vancoppenolle']",2019,10.5194/esd-10-379-2019
