,journal_title,article_title,contributors,year,doi
83,Earth System Dynamics,Earth System Dynamics,"['Aine M. Gormley-Gallagher', 'Sebastian Sterl', 'Annette L. Hirsch', 'Sonia I. Seneviratne', 'Edouard L. Davin', 'Wim Thiery']",2022,10.5194/esd-13-419-2022
84,Sustainability,Sustainability,"['Buddhi Wijesiri', 'Erick Bandala', 'An Liu', 'Ashantha Goonetilleke']",2020,10.3390/su122410463
85,Journal of Advances in Modeling Earth Systems,Journal of Advances in Modeling Earth Systems,['C. D. Jones'],2020,10.1029/2019MS001967
86,Global Biogeochemical Cycles,Global Biogeochemical Cycles,"['Pei‐Ling Wang', 'Johannes J. Feddema']",2020,10.1029/2019GB006356
87,Frontiers in Earth Science,Frontiers in Earth Science,"['Liang Chen', 'Paul A. Dirmeyer']",2020,10.3389/feart.2020.00245
88,Earth System Dynamics,Earth System Dynamics,"['Calum Brown', 'Ian Holman', 'Mark Rounsevell']",2021,10.5194/esd-12-211-2021
89,Sustainability,Sustainability,"['Min Liu', 'Yinrong Chen', 'Kun Chen', 'Yi Chen']",2023,10.3390/su15097245
90,Climate Dynamics,Climate Dynamics,"['Liang Chen', 'Paul A. Dirmeyer']",2019,10.1007/s00382-018-4250-z
91,Atmospheric Chemistry and Physics,Atmospheric Chemistry and Physics,"['Danny M. Leung', 'Jasper F. Kok', 'Longlei Li', 'Gregory S. Okin', 'Catherine Prigent', 'Martina Klose', 'Carlos Pérez García-Pando', 'Laurent Menut', 'Natalie M. Mahowald', 'David M. Lawrence', 'Marcelo Chamecki']",2023,10.5194/acp-23-6487-2023
92,Geoscientific Model Development,Geoscientific Model Development,"['Julius Vira', 'Peter Hess', 'Jeff Melkonian', 'William R. Wieder']",2020,10.5194/gmd-13-4459-2020
93,Climate Services,Climate Services,"['Qianzhi Wang', 'Kai Liu', 'Xiaoyong Ni', 'Ming Wang']",2023,10.1016/j.cliser.2023.100348
94,Journal of Geophysical Research: Atmospheres,Journal of Geophysical Research: Atmospheres,"['Hung‐Chen Chen', 'Min‐Hui Lo']",2023,10.1029/2022JD038118
