,journal_title,article_title,contributors,year,doi
100,The Cryosphere,The Cryosphere,"['Heiko Goelzer', 'Sophie Nowicki', 'Anthony Payne', 'Eric Larour', 'Helene Seroussi', 'William H. Lipscomb', 'Jonathan Gregory', 'Ayako Abe-Ouchi', 'Andrew Shepherd', 'Erika Simon', 'Cécile Agosta', 'Patrick Alexander', 'Andy Aschwanden', 'Alice Barthel', 'Reinhard Calov', 'Christopher Chambers', 'Youngmin Choi', 'Joshua Cuzzone', 'Christophe Dumas', 'Tamsin Edwards', 'Denis Felikson', 'Xavier Fettweis', 'Nicholas R. Golledge', 'Ralf Greve', 'Angelika Humbert', 'Philippe Huybrechts', ""Sebastien Le clec'h"", 'Victoria Lee', 'Gunter Leguy', 'Chris Little', 'Daniel P. Lowry', 'Mathieu Morlighem', 'Isabel Nias', 'Aurelien Quiquet', 'Martin Rückamp', 'Nicole-Jeanne Schlegel', 'Donald A. Slater', 'Robin S. Smith', 'Fiamma Straneo', 'Lev Tarasov', 'Roderik van de Wal', 'Michiel van den Broeke']",2020,10.5194/tc-14-3071-2020
101,Climate Dynamics,Climate Dynamics,"['Xiao Luo', 'Ting Lin']",2023,10.1007/s00382-022-06317-x
102,Journal of Open Source Software,Journal of Open Source Software,"['Shreyas Sunil Gaikwad', 'Laurent Hascoet', 'Sri Hari Krishna Narayanan', 'Liz Curry-Logan', 'Ralf Greve', 'Patrick Heimbach']",2023,10.21105/joss.04679
103,The Cryosphere,The Cryosphere,"['Aurélien Quiquet', 'Christophe Dumas']",2021,10.5194/tc-15-1015-2021
104,Science,Science,"['E. Larour', 'H. Seroussi', 'S. Adhikari', 'E. Ivins', 'L. Caron', 'M. Morlighem', 'N. Schlegel']",2019,10.1126/science.aav7908
105,Journal of Geophysical Research: Earth Surface,Journal of Geophysical Research: Earth Surface,"['Daniel M. Gilford', 'Erica L. Ashe', 'Robert M. DeConto', 'Robert E. Kopp', 'David Pollard', 'Alessio Rovere']",2020,10.1029/2019JF005418
106,The Cryosphere,The Cryosphere,"['Nicole-Jeanne Schlegel', 'Helene Seroussi', 'Michael P. Schodlok', 'Eric Y. Larour', 'Carmen Boening', 'Daniel Limonadi', 'Michael M. Watkins', 'Mathieu Morlighem', 'Michiel R. van den Broeke']",2018,10.5194/tc-12-3511-2018
107,Nature,Nature,"['Jason P. Briner', 'Joshua K. Cuzzone', 'Jessica A. Badgeley', 'Nicolás E. Young', 'Eric J. Steig', 'Mathieu Morlighem', 'Nicole-Jeanne Schlegel', 'Gregory J. Hakim', 'Joerg M. Schaefer', 'Jesse V. Johnson', 'Alia J. Lesnek', 'Elizabeth K. Thomas', 'Estelle Allan', 'Ole Bennike', 'Allison A. Cluett', 'Beata Csatho', 'Anne de Vernal', 'Jacob Downs', 'Eric Larour', 'Sophie Nowicki']",2020,10.1038/s41586-020-2742-6
108,Geoscientific Model Development,Geoscientific Model Development,"['Doug M. Smith', 'James A. Screen', 'Clara Deser', 'Judah Cohen', 'John C. Fyfe', 'Javier García-Serrano', 'Thomas Jung', 'Vladimir Kattsov', 'Daniela Matei', 'Rym Msadek', 'Yannick Peings', 'Michael Sigmond', 'Jinro Ukita', 'Jin-Ho Yoon', 'Xiangdong Zhang']",2019,10.5194/gmd-12-1139-2019
109,Journal of Geophysical Research: Earth Surface,Journal of Geophysical Research: Earth Surface,"['Paul T. Summers', 'Cooper W. Elsworth', 'Christine F. Dow', 'Jenny Suckale']",2023,10.1029/2022JF006958
