,journal_title,article_title,contributors,year,doi
119,Bulletin of the American Meteorological Society,Bulletin of the American Meteorological Society,"['Tandong Yao', 'Yongkang Xue', 'Deliang Chen', 'Fahu Chen', 'Lonnie Thompson', 'Peng Cui', 'Toshio Koike', 'William K.-M. Lau', 'Dennis Lettenmaier', 'Volker Mosbrugger', 'Renhe Zhang', 'Baiqing Xu', 'Jeff Dozier', 'Thomas Gillespie', 'Yu Gu', 'Shichang Kang', 'Shilong Piao', 'Shiori Sugimoto', 'Kenichi Ueno', 'Lei Wang', 'Weicai Wang', 'Fan Zhang', 'Yongwei Sheng', 'Weidong Guo', ' Ailikun', 'Xiaoxin Yang', 'Yaoming Ma', 'Samuel S. P. Shen', 'Zhongbo Su', 'Fei Chen', 'Shunlin Liang', 'Yimin Liu', 'Vijay P. Singh', 'Kun Yang', 'Daqing Yang', 'Xinquan Zhao', 'Yun Qian', 'Yu Zhang', 'Qian Li']",2019,10.1175/BAMS-D-17-0057.1
120,Journal of Southern Hemisphere Earth Systems Science,Journal of Southern Hemisphere Earth Systems Science,"['C. Mackallah', 'M. A. Chamberlain', 'R. M. Law', 'M. Dix', 'T. Ziehn', 'D. Bi', 'R. Bodman', 'J. R. Brown', 'P. Dobrohotoff', 'K. Druken', 'B. Evans', 'I. N. Harman', 'H. Hayashida', 'R. Holmes', 'A. E. Kiss', 'A. Lenton', 'Y. Liu', 'S. Marsland', 'K. Meissner', 'L. Menviel', 'S. O’Farrell', 'H. A. Rashid', 'S. Ridzwan', 'A. Savita', 'J. Srbinovsky', 'A. Sullivan', 'C. Trenham', 'P. F. Vohralik', 'Y.-P. Wang', 'G. Williams', 'M. T. Woodhouse', 'N. Yeung']",2022,10.1071/ES21031
121,Methods in Ecology and Evolution,Methods in Ecology and Evolution,"['Matthew Davidow', 'Toryn L. J. Schafer', 'Cory Merow', 'Judy Che‐Castaldo', 'Marie‐Christine Düker', 'Emily Feng', 'David S. Matteson']",2023,10.1111/2041-210X.14080
122,Ameghiniana,Ameghiniana,"['Cecilia Laprida', 'Paula B. Albarracín', 'Silvia I. Romero', 'Rodrigo S. Martín', 'José Isola', 'Sabine Kasten', 'Natalia García Chapori']",2023,10.5710/AMGH.04.04.2023.3515
123,Geophysical Research Letters,Geophysical Research Letters,"['Kaiqi Chen', 'Josefine Axelsson', 'Qiong Zhang', 'Jianping Li', 'Lanning Wang']",2022,10.1029/2021GL094551
124,Frontiers in Plant Science,Frontiers in Plant Science,"['Zhiwei Yong', 'Zegen Wang', 'Junnan Xiong', 'Jie Tian']",2023,10.3389/fpls.2023.1122959
125,Geoscientific Model Development,Geoscientific Model Development,"['Charlotte Pascoe', 'Bryan N. Lawrence', 'Eric Guilyardi', 'Martin Juckes', 'Karl E. Taylor']",2020,10.5194/gmd-13-2149-2020
126,Nature Communications,Nature Communications,"['Florence Colleoni', 'Laura De Santis', 'Christine S. Siddoway', 'Andrea Bergamasco', 'Nicholas R. Golledge', 'Gerrit Lohmann', 'Sandra Passchier', 'Martin J. Siegert']",2018,10.1038/s41467-018-04583-0
127,Geophysical Research Letters,Geophysical Research Letters,"['Dervla Meegan Kumar', 'Jessica E. Tierney', 'Tripti Bhattacharya', 'Jiang Zhu', 'James W. Murray']",2022,10.1029/2022GL098830
128,Global and Planetary Change,Global and Planetary Change,['Manuel Chevalier'],2019,10.1016/j.gloplacha.2019.01.016
129,National Science Review,National Science Review,['Gilles Ramstein'],2022,10.1093/nsr/nwac219
130,Geophysical Research Letters,Geophysical Research Letters,"['Jiang Zhu', 'Bette L. Otto‐Bliesner', 'Esther C. Brady', 'Christopher J. Poulsen', 'Jessica E. Tierney', 'Marcus Lofverstrom', 'Pedro DiNezio']",2021,10.1029/2020GL091220
131,Climate of the Past,Climate of the Past,"['Sean F. Cleator', 'Sandy P. Harrison', 'Nancy K. Nichols', 'I. Colin Prentice', 'Ian Roulstone']",2020,10.5194/cp-16-699-2020
132,Quaternary,Quaternary,['Hans Renssen'],2020,10.3390/quat3040029
133,Proceedings of the National Academy of Sciences,Proceedings of the National Academy of Sciences,"['Anne de Vernal', 'Claude Hillaire-Marcel', 'Cynthia Le Duc', 'Philippe Roberge', 'Camille Brice', 'Jens Matthiessen', 'Robert F. Spielhagen', 'Ruediger Stein']",2020,10.1073/pnas.2008996117
134,Geophysical Research Letters,Geophysical Research Letters,"['J. Mak', 'D. P. Marshall', 'G. Madec', 'J. R. Maddison']",2022,10.1029/2021GL097259
135,Climate of the Past,Climate of the Past,"['Helen Mackay', 'Gill Plunkett', 'Britta J. L. Jensen', 'Thomas J. Aubry', 'Christophe Corona', 'Woon Mi Kim', 'Matthew Toohey', 'Michael Sigl', 'Markus Stoffel', 'Kevin J. Anchukaitis', 'Christoph Raible', 'Matthew S. M. Bolton', 'Joseph G. Manning', 'Timothy P. Newfield', 'Nicola Di Cosmo', 'Francis Ludlow', 'Conor Kostick', 'Zhen Yang', 'Lisa Coyle McClung', 'Matthew Amesbury', 'Alistair Monteath', 'Paul D. M. Hughes', 'Pete G. Langdon', 'Dan Charman', 'Robert Booth', 'Kimberley L. Davies', 'Antony Blundell', 'Graeme T. Swindles']",2022,10.5194/cp-18-1475-2022
136,Paleoceanography and Paleoclimatology,Paleoceanography and Paleoclimatology,"['Ricardo Lopez‐Maldonado', 'Jesse Bloom Bateman', 'Andre Ellis', 'Nicholas E. Bader', 'Pedro Ramirez', 'Alexandrea Arnold', 'Osinachi Ajoku', 'Hung‐I Lee', 'Gregory Jesmok', 'Deepshikha Upadhyay', 'Bryce Mitsunaga', 'Ben Elliott', 'Clay Tabor', 'Aradhna Tripati']",2023,10.1029/2021PA004266
137,Paleobiology,Paleobiology,['A. Michelle Lawing'],2021,10.1017/pab.2021.14
138,Geophysical Research Letters,Geophysical Research Letters,"['Feng Zhu', 'Julien Emile‐Geay', 'Gregory J. Hakim', 'Jonathan King', 'Kevin J. Anchukaitis']",2020,10.1029/2019GL086908
